profileid,follower_count,post_count,comment_count,mirror_count
46175,105,168,1,3
48478,105,167,1,4
35317,105,166,38,61
44897,105,157,16,95
25187,105,152,2,5
94723,105,143,7,7
19630,105,130,17,66
30223,105,126,3,3
55489,105,105,6,95
85927,105,103,1,54
14473,105,100,15,1
58727,105,98,3,4
60026,105,97,9,28
58737,105,97,2,3
58730,105,96,2,5
3835,105,93,10,19
45020,105,93,1,5
101156,105,85,42,24
61151,105,77,2,2
104716,105,76,12,2
5200,105,71,1,5
112708,105,67,7,20
112214,105,67,2,7
17056,105,66,66,2
30802,105,65,65,2
31417,105,64,66,2
98167,105,59,5,13
8802,105,58,19,21
41917,105,55,32,2
53625,105,55,32,2
41907,105,55,32,2
41920,105,55,32,2
83771,105,55,29,7
41940,105,54,32,2
41782,105,54,31,2
20602,105,54,3,3
94048,105,53,1,9
20894,105,52,8,8
74629,105,51,2,3
102627,105,50,2,4
25261,105,49,4,6
8247,105,48,8,33
41868,105,47,2,2
79042,105,43,2,2
42123,105,42,15,64
25563,105,39,2,4
45477,105,38,11,59
60133,105,38,4,2
76663,105,38,1,7
5910,105,37,10,6
79487,105,36,5,43
109973,105,36,2,2
33855,105,35,3,5
8085,105,34,3,18
58860,105,31,1,14
61521,105,30,2,3
82297,105,29,1,3
101525,105,28,1,2
52814,105,26,14,43
64706,105,26,13,137
62207,105,24,6,9
2169,105,24,4,5
63866,105,24,2,6
44103,105,23,3,5
37873,105,20,3,2
91942,105,17,4,13
50174,105,16,5,4
58125,105,16,1,4
24880,105,15,7,11
9619,105,15,4,3
26423,105,15,3,17
11212,105,14,1,7
48305,105,14,1,3
30665,105,12,5,6
48580,105,12,2,3
32183,105,10,73,88
65479,105,10,1,2
50069,105,9,6,6
110708,105,9,3,5
25522,105,9,2,3
62413,105,8,2,19
61262,105,8,2,2
18863,105,7,2,1
114919,105,6,1,9
90312,105,6,1,5
18901,105,6,1,2
101253,105,6,1,1
2075,105,4,8,26
25434,105,4,4,4
30643,105,3,8,4
38829,105,3,1,4
15102,105,2,2,1
15714,105,1,3,4
71091,104,784,2,2
47111,104,455,5,5
92017,104,371,2,2
3765,104,302,3,3
59662,104,301,7,2
30162,104,234,10,42
47801,104,222,8,21
2413,104,198,7,174
16154,104,185,16,12
15794,104,181,1,3
4403,104,178,3,6
21194,104,138,2,1
58958,104,122,8,13
1165,104,113,5,20
65896,104,111,11,70
67997,104,95,12,9
75867,104,94,1,1
28353,104,92,1,54
361,104,91,10,8
42232,104,91,4,6
34690,104,89,5,6
60363,104,87,1,2
95279,104,83,1,2
7730,104,82,20,9
54101,104,81,6,4
8298,104,79,3,1
79973,104,78,3,2
22196,104,78,1,59
1859,104,78,1,7
6983,104,72,13,19
26464,104,71,71,2
17231,104,66,66,2
5798,104,63,66,2
29564,104,63,64,2
112594,104,62,34,33
7028,104,60,11,21
53318,104,60,10,27
56179,104,60,9,20
56373,104,59,12,19
41894,104,56,32,2
41929,104,56,32,2
53639,104,55,32,2
65168,104,52,10,82
69750,104,52,2,6
89299,104,51,6,17
36316,104,46,3,24
20995,104,43,21,18
60471,104,41,5,14
54477,104,40,5,24
67485,104,39,2,30
71274,104,38,4,1
19649,104,38,3,7
91740,104,38,3,7
19181,104,37,17,26
27490,104,37,11,6
105101,104,37,3,47
49795,104,36,23,43
21031,104,36,5,20
2119,104,33,5,8
12238,104,29,8,17
9547,104,28,15,28
70990,104,27,2,13
110513,104,27,1,2
64654,104,25,5,13
27660,104,25,3,27
4236,104,24,65,118
18146,104,24,8,21
39753,104,23,11,6
27572,104,23,10,25
74466,104,21,1,2
59163,104,20,4,13
88673,104,20,1,4
79369,104,18,4,1
65254,104,15,3,134
72220,104,14,2,12
57754,104,14,1,4
4494,104,13,2,1
102860,104,12,11,19
82455,104,12,8,2
29744,104,8,10,17
81140,104,6,1,2
18114,104,5,4,7
93196,103,480,10,17
28009,103,344,4,36
4797,103,343,23,28
3122,103,290,7,10
2788,103,254,25,48
20048,103,253,18,16
2999,103,240,18,13
114088,103,228,5,172
80577,103,201,1,1
55038,103,188,5,1
97984,103,174,2,151
66267,103,155,3,6
68125,103,154,5,2
6950,103,152,20,35
2325,103,148,7,2
8251,103,136,2,11
109805,103,122,5,439
73326,103,107,1,2
139,103,99,5,9
102629,103,97,14,24
7422,103,94,13,6
15496,103,93,5,6
108765,103,91,2,15
109012,103,86,29,46
42862,103,86,11,10
103368,103,78,2,8
9743,103,72,4,16
59686,103,70,42,28
14360,103,67,2,1
25360,103,66,66,2
30929,103,65,68,2
31421,103,65,66,2
17130,103,65,65,2
29884,103,63,64,2
49361,103,61,5,4
27774,103,60,1,3
40933,103,59,3,5
49630,103,57,1,3
22566,103,56,10,49
53230,103,55,32,2
41938,103,55,32,2
41867,103,55,31,2
53645,103,55,31,2
53649,103,55,29,2
41748,103,54,31,2
25079,103,54,12,43
58758,103,54,1,7
41862,103,53,32,2
100502,103,53,15,8
18265,103,52,3,3
18161,103,50,2,5
8245,103,49,7,10
13329,103,46,36,18
27746,103,46,2,1
36939,103,45,18,38
48689,103,45,2,1
28980,103,44,5,22
3038,103,43,7,24
93545,103,43,1,1
72259,103,42,9,19
86255,103,42,2,2
66346,103,40,31,83
27487,103,40,8,23
43079,103,40,4,11
14006,103,39,27,7
83890,103,37,1,9
6055,103,36,43,91
38968,103,36,4,30
27185,103,35,5,9
46228,103,34,4,11
21525,103,28,1,10
19912,103,27,2,2
43067,103,26,2,5
10661,103,25,5,3
55508,103,23,2,18
29974,103,22,4,2
48195,103,22,3,11
83380,103,22,1,1
68478,103,21,11,10
5021,103,21,7,6
110307,103,20,8,27
24001,103,20,5,2
1809,103,20,3,9
86869,103,19,1,3
52295,103,18,1,2
34723,103,17,1,1
66938,103,16,6,4
27510,103,16,1,1
102801,103,14,13,30
3498,103,12,6,13
25659,103,11,3,2
87756,103,9,2,2
18152,103,7,37,40
79680,103,7,8,14
3591,103,7,3,2
56948,103,7,2,11
79784,103,6,1,11
2061,103,5,4,28
28966,103,5,3,67
77104,103,3,1,1
66722,103,1,2,2
2393,103,1,1,4
113034,102,2911,2,2
34924,102,443,4,7
31917,102,425,9,34
41526,102,325,104,421
34526,102,172,40,16
50875,102,170,1,4
79406,102,157,7,110
95885,102,157,6,19
65218,102,137,1,7
96880,102,135,32,73
22556,102,133,27,23
110037,102,120,4,459
63881,102,114,25,13
18269,102,114,2,1
79111,102,106,10,22
40539,102,102,2,2
65284,102,101,1,7
103088,102,94,6,96
42045,102,91,3,7
12974,102,88,2,9
75911,102,87,3,13
64267,102,87,2,4
34550,102,86,6,31
108574,102,84,3,24
34280,102,82,13,44
109856,102,82,5,14
25646,102,80,3,18
95209,102,80,1,1
5361,102,78,3,1
80105,102,71,1,2
11525,102,70,1,51
14388,102,68,5,6
30805,102,66,65,2
14373,102,65,69,2
20497,102,65,66,4
29315,102,65,66,2
25326,102,65,66,2
32269,102,64,62,2
1913,102,63,14,42
5884,102,62,5,1
102822,102,58,2,7
37143,102,56,1,5
41913,102,55,32,2
92061,102,54,40,1
17129,102,54,10,13
94792,102,54,1,2
26384,102,52,2,11
39426,102,50,3,23
3617,102,46,1,6
14738,102,40,11,5
7103,102,40,3,8
75781,102,39,3,2
17107,102,37,32,213
102834,102,31,5,2
44716,102,30,20,41
31239,102,30,5,9
66497,102,30,2,1
17992,102,29,3,263
19415,102,29,3,2
99944,102,28,10,8
12981,102,22,11,5
113916,102,22,6,13
79302,102,21,1,2
107336,102,18,8,26
19535,102,18,6,5
4750,102,18,3,3
113775,102,18,2,4
37729,102,17,3,1
27272,102,16,10,28
522,102,16,3,12
52273,102,15,5,100
14126,102,13,3,3
94571,102,11,4,5
26069,102,11,2,1
40319,102,11,1,2
103105,102,10,1,158
1181,102,10,1,5
12738,102,9,8,4
56429,102,9,3,10
28188,102,9,3,2
104344,102,9,2,4
36539,102,7,2,7
14303,102,6,3,1
43676,102,3,4,3
14499,102,1,4,5
37827,101,305,7,3
3095,101,227,8,9
14835,101,167,2,2
107541,101,141,5,9
62008,101,125,4,1
72723,101,114,476,438
55087,101,112,13,20
64315,101,111,1,4
31549,101,91,2,3
92807,101,89,4,10
1665,101,86,16,35
4495,101,85,7,2
14397,101,81,2,6
70214,101,80,1,3
33906,101,67,68,2
76018,101,67,4,98
56871,101,66,2,27
14906,101,65,68,2
12956,101,64,66,2
90434,101,62,5,105
8350,101,59,6,4
53627,101,57,32,2
53643,101,56,30,2
41921,101,54,31,2
1989,101,53,24,12
16081,101,53,4,10
39342,101,51,1,2
15458,101,50,20,41
7800,101,50,18,22
38061,101,49,1,2
101967,101,46,2,48
60040,101,45,1,7
50168,101,41,8,6
90598,101,41,2,56
15996,101,40,6,3
18239,101,40,4,4
110393,101,39,7,74
28331,101,38,3,3
277,101,38,3,2
66694,101,37,4,11
58882,101,35,1,16
112124,101,35,1,14
9338,101,33,11,21
38981,101,33,3,23
61382,101,32,1,2
100962,101,30,4,16
103247,101,30,1,2
70436,101,27,3,1
15285,101,27,2,2
44512,101,26,15,14
23271,101,23,2,5
31073,101,22,8,28
42600,101,22,4,1
75715,101,22,3,9
48548,101,22,1,2
5609,101,21,3,36
5484,101,21,1,2
46837,101,20,1,3
60323,101,17,1,4
76200,101,15,4,2
21731,101,14,1,1
94802,101,13,6,11
22914,101,13,2,9
53186,101,13,1,5
23728,101,12,7,8
37548,101,11,4,23
66954,101,9,2,3
94166,101,9,1,2
80866,101,8,3,12
74245,101,7,7,15
70420,101,4,2,2
98976,101,1,4,13
2394,100,506,3,5
6403,100,484,1,10
78915,100,300,19,289
5775,100,195,8,30
101407,100,192,2,5
104640,100,171,1,2
53040,100,169,1,4
43305,100,163,1,4
2975,100,149,8,4
4461,100,142,5,1
15776,100,128,9,5
77494,100,119,1,1
92693,100,109,6,19
27714,100,107,2,12
30455,100,105,3,2
58750,100,96,2,2
74223,100,94,2,135
4512,100,89,5,7
4366,100,78,2,2
34396,100,69,9,18
16903,100,65,65,2
21798,100,64,62,2
55844,100,58,12,23
41927,100,55,32,2
53229,100,55,32,2
41952,100,55,31,2
41796,100,55,31,2
41863,100,54,33,2
41872,100,54,32,2
41731,100,54,10,9
41106,100,50,2,7
35816,100,47,22,22
19197,100,47,1,3
30781,100,46,11,40
31808,100,46,1,2
8165,100,45,22,207
74207,100,45,4,5
51037,100,44,10,19
86689,100,44,7,11
79962,100,42,3,24
80590,100,42,1,27
5254,100,38,7,10
73220,100,38,1,13
97167,100,37,21,70
29003,100,37,8,12
21643,100,36,1,3
11565,100,34,4,15
73001,100,33,18,32
110747,100,32,3,4
70209,100,31,1,8
21968,100,30,2,20
21476,100,30,2,8
98763,100,30,1,10
73909,100,30,1,3
45850,100,29,14,31
28030,100,28,12,6
977,100,26,2,16
77282,100,25,5,1
43245,100,24,3,14
3686,100,22,4,4
38588,100,21,1,2
4789,100,18,3,6
32918,100,16,9,13
85280,100,16,1,1
268,100,15,7,18
32875,100,14,1,2
8485,100,12,10,23
70759,100,11,4,2
75634,100,8,1,4
113578,100,7,5,9
78450,100,7,3,3
44383,100,7,1,2
40185,100,5,4,3
1685,100,3,4,3
79007,100,3,2,1
75222,100,3,1,2
105536,100,3,1,1
14329,100,2,3,4
66780,100,1,12,29
59742,99,513,1,11
52881,99,360,28,297
61437,99,266,1,5
48521,99,264,3,7
81131,99,261,2,5
30119,99,228,1299,806
20872,99,182,19,26
18999,99,169,8,12
88401,99,165,1,132
34056,99,164,32,41
107531,99,154,4,22
68074,99,153,1,3
4578,99,145,13,13
9692,99,141,8,13
70630,99,139,1,6
49070,99,134,4,6
30506,99,117,4,1
37148,99,111,7,21
50020,99,111,6,6
31128,99,97,3,4
58732,99,97,2,4
46895,99,90,7,1
27243,99,82,5,29
31121,99,80,5,9
4697,99,77,1,3
425,99,75,10,11
92862,99,74,1,8
26010,99,73,73,3
40762,99,73,3,5
19411,99,69,12,9
67910,99,69,2,4
70546,99,68,2,8
41642,99,67,5,5
17202,99,66,67,2
14538,99,65,66,2
25617,99,64,64,2
28918,99,64,63,2
34007,99,63,3,5
94770,99,62,2,12
72255,99,62,2,9
94819,99,58,5,13
95454,99,57,4,8
53632,99,56,31,2
1108,99,56,30,19
41923,99,55,32,2
41828,99,55,31,2
71107,99,55,2,33
80524,99,55,1,1
41893,99,54,32,2
49024,99,54,21,22
20916,99,54,14,2
43060,99,54,1,8
106083,99,54,1,3
37895,99,54,1,3
50394,99,48,5,6
9110,99,47,11,8
8830,99,43,4,38
96816,99,42,3,11
36587,99,42,1,7
22449,99,42,1,6
33818,99,41,1,1
97568,99,40,2,27
31254,99,36,55,34
18073,99,35,8,9
76006,99,34,9,6
14430,99,33,3,3
20996,99,32,7,31
17323,99,32,5,11
21635,99,31,17,2
15886,99,29,8,3
17257,99,29,4,40
17479,99,28,28,130
52978,99,28,11,17
18121,99,27,18,39
59039,99,26,2,1
25835,99,26,1,16
40695,99,23,1,7
48951,99,22,3,1
78025,99,21,2,2
48553,99,21,1,3
44678,99,20,1,2
48558,99,19,7,5
44825,99,19,3,4
26885,99,19,2,9
26421,99,18,10,41
88958,99,16,1,3
26490,99,15,17,4
90690,99,15,1,1
34087,99,14,4,18
115445,99,13,2,4
49796,99,12,10,20
50064,99,12,5,7
43519,99,10,11,10
109859,99,10,1,2
76440,99,9,36,15
56963,99,9,1,5
1114,99,8,3,1
40438,99,7,3,1
65388,99,7,1,2
74277,99,6,2,13
53125,99,4,2,2
115020,99,4,1,17
65722,99,3,9,28
27476,99,3,7,19
85598,99,2,2,3
12599,99,1,11,27
13771,99,1,8,10
40640,98,629,6,74
47326,98,243,3,6
12276,98,235,1,14
28606,98,233,6,10
19551,98,225,15,18
55190,98,203,26,5
35372,98,189,4,2
82556,98,174,12,48
32166,98,170,7,22
24490,98,162,5,1
82799,98,161,1,124
4693,98,158,52,6
33092,98,144,438,330
15164,98,144,12,59
23422,98,134,2,7
30615,98,133,7,2
24667,98,128,19,9
123,98,121,62,39
17487,98,120,4,10
7036,98,101,1,6
58741,98,97,2,3
55023,98,96,2,67
32137,98,85,19,1
96498,98,81,1,6
107006,98,77,87,79
88898,98,76,2,2
12542,98,74,2,1
14343,98,71,74,2
1204,98,70,5,2
16902,98,67,66,2
25978,98,66,66,2
20500,98,65,67,3
20510,98,65,66,3
13790,98,65,63,2
28984,98,65,62,2
28656,98,64,65,2
26876,98,64,65,2
30709,98,64,65,2
12923,98,64,64,2
42342,98,64,4,3
31494,98,63,63,2
39507,98,62,4,23
94931,98,59,1,7
47425,98,58,31,2
47421,98,57,31,2
76880,98,56,1,2
41849,98,55,33,2
41924,98,55,32,2
41878,98,55,31,2
16952,98,55,5,1
4560,98,54,6,4
51722,98,51,7,10
107916,98,50,4,9
17488,98,50,3,3
15108,98,50,3,2
5038,98,49,11,101
74770,98,49,1,6
13894,98,47,12,1
39064,98,44,1,27
64781,98,43,4,3
7056,98,42,19,28
94303,98,42,3,4
21781,98,41,9,28
59615,98,41,6,27
64399,98,41,1,4
28983,98,40,3,16
15704,98,38,7,26
71784,98,36,3,13
84137,98,35,5,3
104661,98,34,17,2
104624,98,33,6,3
17496,98,33,2,10
31394,98,32,1,3
79494,98,29,49,38
26700,98,28,1,2
72868,98,28,1,1
112545,98,27,1,1
116805,98,25,26,24
10838,98,23,3,6
49032,98,20,7,9
43307,98,19,2,4
40641,98,19,1,8
43632,98,18,10,19
85273,98,18,1,1
46738,98,17,4,12
19741,98,15,23,29
73735,98,15,4,10
35679,98,15,3,5
102322,98,15,1,7
95242,98,12,1,21
48829,98,12,1,1
13553,98,11,3,1
34059,98,10,8,8
60693,98,7,89,397
73364,98,7,25,26
67716,98,7,3,3
18505,98,4,21,24
2098,98,2,8,29
74606,98,1,1,5
112434,97,403,1,119
109176,97,221,1,9
98321,97,218,14,45
64508,97,214,2,1
49025,97,169,1,1
20682,97,157,10,35
59179,97,151,3,1
43125,97,146,2,5
16206,97,142,18,46
3289,97,128,14,4
86067,97,116,14,23
4895,97,111,4,1
32403,97,105,4,2
75683,97,98,1,4
70108,97,94,3,23
31031,97,93,19,11
53309,97,89,6,5
59447,97,85,1,7
18457,97,75,73,2
57153,97,75,1,2
77643,97,70,6,14
46881,97,66,12,7
9415,97,64,63,2
92416,97,60,1,2
46547,97,59,6,63
41903,97,57,32,2
41931,97,55,32,2
41942,97,55,31,2
57360,97,55,2,6
41854,97,54,33,2
41860,97,54,33,2
89045,97,53,1,1
20247,97,50,2,2
42377,97,49,4,1
50066,97,46,5,51
41696,97,46,5,14
14130,97,46,1,26
14331,97,44,44,28
25298,97,44,2,37
94332,97,44,2,30
99216,97,43,2,3
27709,97,37,4,5
27548,97,35,12,24
254,97,34,13,14
17571,97,31,1,3
97766,97,30,2,101
61710,97,30,1,3
28437,97,29,24,21
73268,97,29,7,2
80320,97,25,7,2
44122,97,22,4,6
6206,97,19,5,6
36926,97,18,6,15
31490,97,14,9,1
95372,97,14,2,3
113657,97,14,1,4
13692,97,13,3,7
11256,97,12,6,13
110078,97,11,1,6
11228,97,10,3,7
15550,97,9,6,10
19597,97,8,3,1
54369,97,7,4,59
75680,97,6,3,7
94203,97,6,3,2
3584,97,6,3,1
81892,97,5,2,1
92230,97,3,2,7
29033,97,3,2,2
41276,97,2,7,5
73818,97,2,3,1
15221,97,2,1,1
80930,96,347,127,226
50570,96,297,7,16
7311,96,266,30,9
2995,96,253,3,2
36020,96,239,15,21
33811,96,239,2,51
32885,96,187,66,29
47426,96,166,3,6
17331,96,159,10,67
15664,96,158,7,4
95501,96,144,1,2
63028,96,125,1,1
15394,96,114,4,3
2476,96,112,2,3
12336,96,105,6,46
24934,96,101,1,9
3051,96,99,1,6
115845,96,98,6,147
24882,96,95,8,5
5137,96,85,11,6
72819,96,84,6,13
56488,96,83,2,17
27245,96,81,5,9
6703,96,79,1,7
49105,96,78,4,3
13802,96,65,66,2
87852,96,65,31,13
46042,96,65,2,3
33332,96,63,7,3
14515,96,58,22,23
61216,96,58,6,1
53623,96,55,32,2
53644,96,55,31,2
53629,96,55,30,2
113587,96,55,2,1
41879,96,54,33,2
53646,96,54,31,2
41904,96,54,30,2
56862,96,54,1,13
41400,96,53,1,1
47256,96,47,2,1
109989,96,46,2,3
83301,96,45,25,10
49183,96,41,6,34
10192,96,41,3,1
16097,96,40,8,3
37960,96,39,7,13
34905,96,36,23,39
21862,96,34,4,13
17475,96,34,1,5
79523,96,33,1,5
85879,96,32,1,3
9085,96,30,5,17
35258,96,28,2,2
2707,96,25,12,16
44513,96,24,9,13
27855,96,23,22,6
87660,96,22,4,20
53479,96,22,1,14
22526,96,19,3,3
70510,96,19,1,1
75925,96,18,7,5
12820,96,17,2,3
17924,96,16,2,16
27585,96,15,7,21
21351,96,15,1,5
67707,96,14,1,1
13031,96,13,21,17
50623,96,13,3,9
7726,96,13,2,1
20423,96,11,6,6
73536,96,11,2,4
103726,96,11,1,2
4383,96,9,10,4
4858,96,8,16,7
61997,96,8,1,8
46572,96,7,5,5
49186,96,7,1,9
49836,96,6,1,6
49824,96,4,2,11
56955,96,4,2,1
56765,96,4,1,8
79815,96,3,1,29
25069,96,1,2,1
69365,96,1,1,5
24966,95,689,3,311
67310,95,270,132,22
1021,95,270,30,45
59170,95,215,2,4
53019,95,174,1,5
1056,95,154,6,58
16889,95,146,5,12
9682,95,145,7,5
25886,95,138,12,13
54150,95,137,10,10
47262,95,126,1,6
21105,95,123,1,4
83001,95,121,2,3
21152,95,117,5,6
22962,95,112,13,90
107549,95,101,7,75
21484,95,100,1,71
45772,95,94,3,7
64542,95,84,27,12
27381,95,84,6,25
74432,95,80,2,2
77343,95,79,2,2
20551,95,78,6,3
74921,95,72,85,193
103831,95,64,2,1
42971,95,62,4,39
100781,95,62,3,40
3561,95,61,13,5
27565,95,61,5,19
40011,95,60,3,4
46456,95,59,5,14
40868,95,58,3,5
41932,95,56,32,2
49786,95,55,32,2
41916,95,55,32,2
41852,95,54,33,2
75207,95,46,12,26
88830,95,44,2,8
93639,95,43,4,7
75139,95,42,1,5
59761,95,42,1,1
63021,95,40,3,22
15076,95,38,14,14
3717,95,37,8,1
73701,95,36,3,1
655,95,36,2,3
97254,95,35,1,1
89121,95,34,1,3
36413,95,33,8,15
70320,95,32,4,33
21023,95,31,2,22
19550,95,29,2,9
55469,95,27,13,2
36449,95,26,35,60
62414,95,26,1,4
75393,95,26,1,1
100526,95,24,3,2
45740,95,24,2,18
2618,95,24,1,26
4555,95,24,1,22
34452,95,23,12,1
17076,95,22,59,269
17431,95,19,7,2
26636,95,17,10,2
37422,95,17,1,1
14008,95,16,8,5
39229,95,15,1,4
65065,95,14,5,9
11213,95,14,1,4
3527,95,13,5,4
88922,95,12,8,16
75614,95,11,8,10
30112,95,10,2,3
13598,95,9,2,6
90985,95,8,1,1
16858,95,7,15,11
20852,95,7,12,14
67332,95,7,3,14
68983,95,5,91,88
58667,95,4,3,4
19909,95,4,1,1
32298,95,3,6,8
75688,95,2,1,5
91353,95,1,11,7
25412,95,1,1,2
13520,94,1380,4,3
35226,94,525,6,2
54380,94,425,5,1
48841,94,396,3,4
62642,94,276,23,83
97604,94,214,2,2
64484,94,173,13,43
1469,94,142,7,4
2642,94,125,7,46
56405,94,120,6,7
36831,94,115,17,5
34677,94,108,1,4
63112,94,98,1,97
58751,94,95,3,3
4024,94,89,1,1
13901,94,88,13,2
101035,94,88,1,4
53981,94,82,2,9
50700,94,81,1,1
14586,94,80,3,9
56141,94,80,1,1
51466,94,78,3,4
57351,94,68,6,2
40757,94,66,3,5
24129,94,66,1,2
7763,94,64,66,2
85809,94,64,6,9
21691,94,63,65,2
52692,94,62,46,23
99925,94,61,4,2
113584,94,58,10,13
1187,94,57,5,8
41886,94,55,32,2
53648,94,55,31,2
41756,94,55,31,2
53618,94,54,32,2
53242,94,54,32,2
41858,94,53,32,2
107306,94,53,15,18
18407,94,52,7,1
95248,94,52,2,16
3705,94,49,6,6
48079,94,49,2,2
13038,94,47,9,6
11063,94,43,7,21
41966,94,42,27,25
5629,94,42,4,1
39069,94,42,1,24
85450,94,42,1,5
74402,94,39,2,23
103441,94,38,4,30
57183,94,35,3,8
47434,94,33,4,3
2826,94,30,2,4
54980,94,28,1,2
85405,94,26,2,13
108504,94,26,1,5
46374,94,26,1,2
67306,94,25,17,53
9585,94,25,17,5
42945,94,25,2,1
11708,94,23,17,3
37946,94,23,1,3
68239,94,22,1,1
110121,94,20,4,9
39399,94,20,1,1
79434,94,17,8,13
57784,94,17,4,12
38213,94,17,2,33
34601,94,16,1,2
70696,94,16,1,1
51754,94,15,25,27
102509,94,15,10,62
17839,94,15,3,3
93444,94,15,1,2
9862,94,14,7,4
38230,94,14,1,1
1290,94,13,5,5
72386,94,11,10,16
95712,94,11,2,4
62534,94,7,2,15
75727,94,7,2,6
90558,94,6,7,11
53448,94,6,4,3
68220,94,6,3,5
1482,94,6,3,4
110560,94,6,2,7
44344,94,5,8,7
101594,94,5,3,3
12452,94,4,4,1
43843,94,4,1,4
28278,94,3,4,9
44343,94,2,11,22
108812,94,2,3,3
96235,94,1,1,35
17279,93,206,1,1
16506,93,191,26,26
83921,93,160,1,135
76894,93,157,46,20
21219,93,134,6,3
18664,93,125,11,13
9410,93,122,3,16
41447,93,118,6,11
21510,93,114,6,44
20498,93,109,2,4
39828,93,108,5,102
1897,93,106,9,6
8797,93,106,7,1
15473,93,104,27,38
111995,93,104,1,1
20284,93,103,11,12
25904,93,100,3,8
15587,93,99,14,17
58742,93,98,3,4
108863,93,95,1,2
65955,93,91,2,3
37926,93,89,3,2
102508,93,85,1,1
13856,93,82,17,26
18364,93,82,4,15
97972,93,79,1,15
31515,93,78,40,10
42807,93,74,5,9
58680,93,73,1,9
33960,93,67,67,2
33831,93,66,65,2
30786,93,66,64,2
49667,93,66,2,7
17003,93,65,66,2
21482,93,64,1,4
25413,93,63,2,117
94708,93,60,14,15
41746,93,56,31,2
41943,93,55,31,2
69963,93,54,3,26
37620,93,54,3,5
87443,93,53,38,65
6784,93,51,2,9
46350,93,49,4,5
46284,93,48,8,10
77866,93,48,2,6
6801,93,48,1,14
39709,93,48,1,3
85153,93,47,3,61
97709,93,47,2,15
14167,93,43,14,5
28989,93,43,5,18
72549,93,42,15,29
10864,93,42,3,7
47570,93,39,5,38
6512,93,39,2,22
9017,93,36,10,6
913,93,36,1,2
104731,93,35,1,2
38972,93,34,3,21
54059,93,34,2,1
76304,93,32,3,8
62643,93,30,2,7
22039,93,28,14,12
80050,93,28,11,71
18148,93,27,3,6
81553,93,26,6,71
36964,93,25,1,4
36257,93,24,4,9
2034,93,23,2,1
19253,93,22,3,3
8778,93,22,2,1
100307,93,22,1,4
70469,93,21,6,12
6023,93,21,3,12
107580,93,21,1,1
34648,93,20,5,1
95107,93,20,1,24
26704,93,19,17,3
9551,93,18,16,30
85150,93,15,1,6
56252,93,14,1,6
220,93,12,10,10
63778,93,12,1,4
24267,93,11,7,1
102771,93,11,3,8
75678,93,10,2,8
54467,93,10,1,3
109877,93,9,18,72
96272,93,9,5,6
93019,93,8,10,3
74936,93,8,2,1
98664,93,8,1,4
75682,93,7,2,16
112880,93,7,2,7
3666,93,5,3,8
73337,93,4,4,2
98840,93,4,2,9
104937,93,4,1,1
53495,93,3,3,3
69600,93,3,1,1
56822,93,1,1,2
70716,92,259,2,18
81669,92,253,1,3
74113,92,242,12,8
9195,92,218,10,13
62511,92,213,2,2
62859,92,196,2,206
21804,92,174,5,9
5441,92,164,19,8
15092,92,163,17,6
835,92,150,15,5
39638,92,150,7,9
684,92,141,17,11
38509,92,128,9,1
96666,92,127,1,19
15277,92,117,6,6
2469,92,114,1,6
50048,92,109,10,8
